,GID_0,NAME_0,NAME_1,LANDLESS,A0.1,A1.2,A2.5,A5.10,A10.20,A20.,A0.2,A0.5,A0.10,A0.20,N0.1,N1.2,N2.5,N5.10,N10.20,N20.,N0.2,N0.5,N0.10,N0.20,PA0.1,PA1.2,PA2.5,PA5.10,PA10.20,PA20.,PA0.2,PA0.5,PA0.10,PA0.20,PN0.1,PN1.2,PN2.5,PN5.10,PN10.20,PN20.,PN0.2,PN0.5,PN0.10,PN0.20
181,ETH,Ethiopia,Tigray,81457.7852,175511.916,256614.7835,457529.1798,75440.03593,0,59899.46765,432126.6995,889655.8792,965095.9152,965095.9152,470539.0697,183247.9879,156551.4831,11635.21124,0,1448.383057,653787.0576,810338.5407,821973.752,821973.752,0.171231909,0.250357014,0.446371942,0.073600367,0,0.058438768,0.421588923,0.867960865,0.941561232,0.941561232,0.52000167,0.202510835,0.17300802,0.012858293,0,0.001600636,0.722512505,0.895520524,0.908378818,0.908378818
182,GAB,Gabon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,GMB,Gambia,Banjul,81682.461,NA,NA,363.602,NA,NA,NA,NA,NA,NA,NA,0,0,179.696,0,0,0,0,179.696,179.696,179.696,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0.002,0,0,0,0,0.002,0.002,0.002
184,GMB,Gambia,Lower River,2212.784,1128.689,2924.429,12561.108,12448.478,5976.937,NA,4053.118,16614.226,29062.704,35039.641,1987.574,1928.54,3752.473,1769.19,443.236,159.888,3916.114,7668.587,9437.777,9881.013,0.024,0.062,0.267,0.265,0.127,NA,0.086,0.353,0.618,0.745,0.162,0.157,0.306,0.144,0.036,0.013,0.319,0.625,0.769,0.805
185,GMB,Gambia,Maccarthy Island,3904.035,1515.661,5218.684,32667.777,36339.594,29683.629,NA,6734.345,39402.122,75741.716,105425.345,2482.204,3297.504,9315.918,5092.807,2146.733,501.419,5779.708,15095.626,20188.433,22335.166,0.011,0.037,0.231,0.257,0.21,NA,0.048,0.279,0.536,0.746,0.093,0.123,0.348,0.19,0.08,0.019,0.216,0.564,0.754,0.834
186,GMB,Gambia,North Bank,8885.063,2114.556,4760.908,26090.584,33467.434,14599.86,NA,6875.464,32966.048,66433.482,81033.342,4114.192,2844.767,7297.709,4658.769,1093.705,225.353,6958.959,14256.668,18915.437,20009.142,0.021,0.047,0.256,0.328,0.143,NA,0.068,0.324,0.652,0.795,0.141,0.098,0.251,0.16,0.038,0.008,0.239,0.49,0.65,0.688
187,GMB,Gambia,Upper River,10178.526,1383.774,4384.107,37423.137,42864.473,34240.828,NA,5767.881,43191.018,86055.491,120296.319,2336.278,3035.476,11080.361,6155.254,2507.158,839.348,5371.754,16452.115,22607.369,25114.527,0.009,0.027,0.232,0.266,0.213,NA,0.036,0.268,0.534,0.747,0.065,0.084,0.307,0.17,0.069,0.023,0.149,0.456,0.626,0.695
188,GMB,Gambia,Western,92500.711,6099.727,6892.536,17969.744,9750.206,4625.503,NA,12992.263,30962.007,40712.213,45337.716,10935.028,4280.259,5452.996,1364.56,320.294,336.828,15215.287,20668.283,22032.843,22353.137,0.031,0.035,0.092,0.05,0.024,NA,0.066,0.158,0.208,0.232,0.095,0.037,0.047,0.012,0.003,0.003,0.132,0.179,0.191,0.194
189,GHA,Ghana,Ashanti,NA,435242.3561,1026740.676,2548557.985,2128904.693,1075114.45,1568325.681,1461983.032,4010541.017,6139445.709,7214560.159,807333.4328,706363.2542,818581.9455,298485.5115,80360.92603,35218.91541,1513696.687,2332278.632,2630764.144,2711125.07,0.049555734,0.116902428,0.290173188,0.24239239,0.122410159,0.178566101,0.166458162,0.45663135,0.69902374,0.821433899,0.293966611,0.257201304,0.298062424,0.108684678,0.029261056,0.012823927,0.551167915,0.849230339,0.957915016,0.987176073
190,GHA,Ghana,Brong Ahafo,NA,210566.7748,576924.3392,2252871.26,2276381.537,1989161.325,2529906.905,787491.114,3040362.374,5316743.911,7305905.236,352396.6956,391618.4743,699874.7651,325295.3019,143048.6812,85353.08925,744015.1699,1443889.935,1769185.237,1912233.918,0.021408174,0.058655486,0.229047813,0.231438086,0.202236612,0.257213829,0.080063659,0.309111472,0.540549559,0.742786171,0.176411187,0.196045766,0.350360091,0.162844122,0.071610739,0.042728096,0.372456953,0.722817044,0.885661165,0.957271904
191,GHA,Ghana,Central,NA,223616.3026,401285.2686,1029594.436,339698.8403,0,0,624901.5712,1654496.007,1994194.847,1994194.847,478010.7663,292464.041,338621.1666,52457.62988,0,0,770474.8073,1109095.974,1161553.604,1161553.604,0.112133628,0.20122671,0.516295806,0.170343856,0,0,0.313360338,0.829656144,1,1,0.411527083,0.251786952,0.291524356,0.045161609,0,0,0.663314035,0.954838391,1,1
192,GHA,Ghana,Eastern,NA,354007.9514,615381.0243,1527655.292,1047910.452,604915.759,0,969388.9757,2497044.268,3544954.72,4149870.479,670788.8835,433875.2542,492809.7861,154397.3588,50736.3813,0,1104664.138,1597473.924,1751871.283,1802607.664,0.085305783,0.148289212,0.368121198,0.252516424,0.145767383,0,0.233594995,0.601716193,0.854232617,1,0.372121398,0.240693115,0.273387158,0.085652226,0.028146103,0,0.612814513,0.886201671,0.971853897,1
193,GHA,Ghana,Greater Accra,NA,28504.3733,49606.05298,197006.4506,245834.7847,0,0,78110.42627,275116.8769,520951.6616,520951.6616,52227.49764,34105.49911,58293.56741,32320.09418,0,0,86332.99675,144626.5642,176946.6583,176946.6583,0.054715966,0.095221988,0.378166469,0.471895577,0,0,0.149937954,0.528104423,1,1,0.295159559,0.192744522,0.329441471,0.182654448,0,0,0.487904081,0.817345552,1,1
194,GHA,Ghana,Northern,NA,74640.66385,364729.7049,2552454.391,4388407.747,4086855.652,4097755.087,439370.3687,2991824.759,7380232.507,11467088.16,112786.3341,234522.5187,766395.0164,618761.7784,301294.7339,126040.0337,347308.8528,1113703.869,1732465.648,2033760.382,0.004795465,0.023432919,0.163988442,0.281943588,0.262569663,0.263269923,0.028228384,0.192216826,0.474160413,0.736730077,0.052220721,0.108585273,0.354845295,0.286490258,0.139501193,0.05835726,0.160805994,0.51565129,0.802141548,0.94164274
195,GHA,Ghana,Upper East,NA,119949.8892,408707.9829,1384575.404,657842.6025,198421.3125,0,528657.8722,1913233.277,2571075.879,2769497.192,163573.3847,245156.784,427979.1836,94043.84433,16874.06906,0,408730.1687,836709.3524,930753.1967,947627.2658,0.043311071,0.147574796,0.499937465,0.237531421,0.071645248,0,0.190885867,0.690823332,0.928354752,1,0.172613633,0.25870592,0.451632408,0.099241387,0.017806652,0,0.431319553,0.882951961,0.982193348,1
196,GHA,Ghana,Upper West,NA,50077.37313,184052.6403,988415.9292,885645.5121,846238.0282,865987.4059,234130.0134,1222545.943,2108191.455,2954429.483,67228.36484,108891.5796,286688.0273,122427.3299,59982.31314,28365.39001,176119.9445,462807.9718,585235.3017,645217.6148,0.013107829,0.048176062,0.258719391,0.231819076,0.221504106,0.226673536,0.061283891,0.320003282,0.551822358,0.773326464,0.099807098,0.161660224,0.42561648,0.181755372,0.089049624,0.042111202,0.261467322,0.687083802,0.868839174,0.957888798
197,GHA,Ghana,Volta,NA,260351.9242,580624.7592,1530323.499,902808.1955,950445.5861,0,840976.6834,2371300.183,3274108.378,4224553.964,546173.126,402173.4456,513433.2953,130972.9526,68187.3744,0,948346.5716,1461779.867,1592752.819,1660940.194,0.061628263,0.137440488,0.362244988,0.213704974,0.224981287,0,0.199068752,0.561313739,0.775018713,1,0.32883371,0.242136019,0.309122085,0.078854707,0.04105348,0,0.570969729,0.880091813,0.95894652,1
198,GHA,Ghana,Western,NA,120260.6859,415448.7924,1667670.27,1640972.617,766587.1428,623125.1331,535709.4783,2203379.748,3844352.365,4610939.507,224710.3023,293587.0572,528241.3528,232136.7241,55596.54654,19939.98169,518297.3595,1046538.712,1278675.436,1334271.983,0.022976538,0.079374028,0.318618585,0.313517835,0.146461153,0.11905186,0.102350566,0.420969151,0.734486986,0.88094814,0.165934365,0.216795498,0.390072874,0.171418308,0.041054538,0.014724417,0.382729863,0.772802737,0.944221045,0.985275583
199,GIN,Guinea,NA,NA,87884,200059,375193,232484,NA,NA,287943,663136,895620,NA,150950,137247,123732,30239,NA,NA,288197,411929,442168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,GNB,Guinea-Bissau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59120,14809,8531,1590,171,NA,73929,82460,84050,84221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,KEN,Kenya,Baringo,95002.69948,94967.72187,61628.35206,29384.90957,16629.44193,NA,NA,156596.0739,185980.9835,202610.4254,NA,195608.7002,49837.70016,13111,2004.5,NA,NA,245446.4004,258557.4004,260561.9004,NA,0.468720806,0.304171673,0.145031577,0.082075944,0,0,0.772892479,0.917924056,1,1,0.550135476,0.140164966,0.03687375,0.005637513,0,0,0.690300442,0.727174191,0.732811704,0.732811704
202,KEN,Kenya,Bomet,205861.2986,83618.87803,72567.11218,37185.71184,0,NA,NA,156185.9902,193371.702,193371.702,NA,174831.5008,53200.09949,14791.80029,0,NA,NA,228031.6003,242823.4006,242823.4006,NA,0.432425619,0.375272656,0.192301725,0,0,0,0.807698275,1,1,1,0.38965336,0.118569008,0.032967026,0,0,0,0.508222368,0.541189394,0.541189394,0.541189394
203,KEN,Kenya,Bondo,42118.29997,70497.87241,88386.87577,19648.74036,0,NA,NA,158884.7482,178533.4885,178533.4885,NA,137950.8669,61482.30011,7822.799988,0,NA,NA,199433.167,207255.967,207255.967,NA,0.394871982,0.495071689,0.110056329,0,0,0,0.889943671,1,1,1,0.55318806,0.246546289,0.031369716,0,0,0,0.799734349,0.831104065,0.831104065,0.831104065
204,KEN,Kenya,Bungoma,127529.2997,298588.952,296389.7206,374110.3063,9663.85155,NA,NA,594978.6726,969088.9789,978752.8304,NA,632054.696,237549.5005,131938.1003,1404.699951,NA,NA,869604.1965,1001542.297,1002946.997,NA,0.305070844,0.302823871,0.382231647,0.009873638,0,0,0.607894715,0.990126362,1,1,0.559104775,0.210132226,0.116710187,0.001242574,0,0,0.769237001,0.885947189,0.887189762,0.887189762
205,KEN,Kenya,Buret,155994.4004,59064.6157,78380.65017,166362.4439,48753.93013,NA,NA,137445.2659,303807.7098,352561.6399,NA,140306.1004,50279.69977,57961.69995,7529.600098,NA,NA,190585.8001,248547.5001,256077.1002,NA,0.167529898,0.222317579,0.471867682,0.13828484,0,0,0.389847477,0.86171516,1,1,0.340489697,0.122016931,0.140659327,0.018272557,0,0,0.462506628,0.603165955,0.621438512,0.621438512
206,KEN,Kenya,Busia,147375.7009,116428.8523,54022.77721,139048.0545,8734.539657,NA,NA,170451.6295,309499.6841,318234.2237,NA,279934.4019,44023.10014,46097.09987,1101.199951,NA,NA,323957.5021,370054.6019,371155.8019,NA,0.365858992,0.169757912,0.436936207,0.02744689,0,0,0.535616904,0.97255311,1,1,0.539859971,0.084899567,0.088899324,0.00212369,0,0,0.624759538,0.713658861,0.715782551,0.715782551
207,KEN,Kenya,Butere/Mumias,78380.60066,140173.3621,91125.34,25814.68484,41797.54785,NA,NA,231298.7021,257113.387,298910.9348,NA,414321.9017,71969.90027,10243.60022,5738,NA,NA,486291.802,496535.4022,502273.4022,NA,0.46894692,0.304857834,0.086362464,0.139832783,0,0,0.773804753,0.860167217,1,1,0.713543521,0.123946274,0.017641487,0.009881961,0,0,0.837489795,0.855131283,0.865013243,0.865013243
208,KEN,Kenya,Embu,92886.7534,59913.23364,104383.3367,71171.93303,0,NA,NA,164296.5703,235468.5034,235468.5034,NA,152320.2454,78290.19952,33505.69949,0,NA,NA,230610.4449,264116.1444,264116.1444,NA,0.254442666,0.443300633,0.302256701,0,0,0,0.697743299,1,1,1,0.426663891,0.219298499,0.093852738,0,0,0,0.64596239,0.739815128,0.739815128,0.739815128
209,KEN,Kenya,Garissa,359878.8233,2727.742714,9547.100312,0,0,NA,NA,12274.84303,12274.84303,12274.84303,NA,6740.399963,7863.800049,0,0,NA,NA,14604.20001,14604.20001,14604.20001,NA,0.222222207,0.777777793,0,0,0,0,1,1,1,1,0.017999214,0.020999083,0,0,0,0,0.038998297,0.038998297,0.038998297,0.038998297
210,KEN,Kenya,Gucha,56771.7003,161555.1882,86108.4541,14183.42044,0,NA,NA,247663.6423,261847.0627,261847.0627,NA,372340.5009,77169.20003,4381,0,NA,NA,449509.7009,453890.7009,453890.7009,NA,0.616983007,0.328850181,0.054166811,0,0,0,0.945833189,1,1,1,0.729132397,0.151115884,0.008579053,0,0,0,0.880248281,0.888827335,0.888827335,0.888827335
211,KEN,Kenya,Homa Bay,59420.30034,75173.82876,65371.73469,35515.60084,0,NA,NA,140545.5634,176061.1643,176061.1643,NA,174781.2992,49362.79993,14998.7002,0,NA,NA,224144.0992,239142.7994,239142.7994,NA,0.426975643,0.371301275,0.201723083,0,0,0,0.798276917,1,1,1,0.585408242,0.165334564,0.050236282,0,0,0,0.750742806,0.800979088,0.800979088,0.800979088
212,KEN,Kenya,Isiolo,76069.07032,13516.33693,1720.188915,0,0,NA,NA,15236.52585,15236.52585,15236.52585,NA,32270.34394,1038.699982,0,0,NA,NA,33309.04392,33309.04392,33309.04392,NA,0.887100975,0.112899025,0,0,0,0,1,1,1,1,0.295034744,0.009496415,0,0,0,0,0.304531159,0.304531159,0.304531159,0.304531159
213,KEN,Kenya,Kajiado,325209.5015,24766.3579,59944.07684,29703.23493,0,NA,NA,84710.43474,114413.6697,114413.6697,NA,69365.00006,49004.00049,13195.2002,0,NA,NA,118369.0005,131564.2007,131564.2007,NA,0.216463277,0.523924082,0.259612641,0,0,0,0.740387359,1,1,1,0.151858567,0.107282885,0.028887828,0,0,0,0.259141452,0.28802928,0.28802928,0.28802928
214,KEN,Kenya,Kakamega,90500.38014,165688.1597,108594.0177,18220.92031,0,NA,NA,274282.1775,292503.0978,292503.0978,NA,461651.2345,83478.18419,6729.999878,0,NA,NA,545129.4187,551859.4186,551859.4186,NA,0.566449248,0.371257667,0.062293085,0,0,0,0.937706915,1,1,1,0.718680147,0.129955493,0.010476994,0,0,0,0.84863564,0.859112634,0.859112634,0.859112634
215,KEN,Kenya,Keiyo,34760.30003,53229.34067,31606.11985,42719.74337,0,NA,NA,84835.46053,127555.2039,127555.2039,NA,115515.1007,24295.40002,14971.39986,0,NA,NA,139810.5007,154781.9006,154781.9006,NA,0.417304344,0.247783853,0.334911803,0,0,0,0.665088197,1,1,1,0.609442648,0.128179371,0.078987159,0,0,0,0.737622019,0.816609178,0.816609178,0.816609178
216,KEN,Kenya,Kericho,301828.8011,58585.05091,55266.33307,5354.791687,0,NA,NA,113851.384,119206.1757,119206.1757,NA,128394.0003,43667.39941,2496.600098,0,NA,NA,172061.3997,174557.9998,174557.9998,NA,0.491459864,0.463619714,0.044920422,0,0,0,0.955079578,1,1,1,0.269516284,0.091663747,0.0052407,0,0,0,0.361180031,0.366420731,0.366420731,0.366420731
217,KEN,Kenya,Kiambu,486802.7963,136610.3076,52943.37201,13918.01871,0,NA,NA,189553.6796,203471.6983,203471.6983,NA,424313.9596,41610.00946,5587.529785,0,NA,NA,465923.9691,471511.4989,471511.4989,NA,0.671397097,0.260200177,0.068402725,0,0,0,0.931597275,1,1,1,0.442771189,0.043420003,0.005830582,0,0,0,0.486191192,0.492021773,0.492021773,0.492021773
218,KEN,Kenya,Kilifi,184443.4993,125233.3607,248266.6182,142527.76,0,NA,NA,373499.9789,516027.7389,516027.7389,NA,183645.1009,177863.799,53177.50018,0,NA,NA,361508.8999,414686.4001,414686.4001,NA,0.242687265,0.481110994,0.276201741,0,0,0,0.723798259,1,1,1,0.306519673,0.296870177,0.088757881,0,0,0,0.60338985,0.69214773,0.69214773,0.69214773
219,KEN,Kenya,Kirinyaga,173646.6002,107284.1475,124241.2245,58633.80466,0,NA,NA,231525.372,290159.1767,290159.1767,NA,242657.2997,83150.50073,19907.7002,0,NA,NA,325807.8005,345715.5007,345715.5007,NA,0.36974239,0.428182992,0.202074618,0,0,0,0.797925382,1,1,1,0.467221808,0.16010121,0.038331061,0,0,0,0.627323018,0.665654078,0.665654078,0.665654078
220,KEN,Kenya,Mt. Elgon,31195.09211,44120.4759,78621.73472,62773.48502,0,NA,NA,122742.2106,185515.6956,185515.6956,NA,106391.6071,55130.49927,20979.69995,0,NA,NA,161522.1064,182501.8064,182501.8064,NA,0.237826108,0.423800986,0.338372906,0,0,0,0.661627094,1,1,1,0.497862196,0.257984555,0.098175033,0,0,0,0.755846751,0.854021784,0.854021784,0.854021784
221,KEN,Kenya,Kisumu,402124.3978,70307.64414,28618.11118,10503.20997,0,NA,NA,98925.75532,109428.9653,109428.9653,NA,216847.6012,24006.5,5190.800049,0,NA,NA,240854.1012,246044.9013,246044.9013,NA,0.642495741,0.261522268,0.095981991,0,0,0,0.904018009,1,1,1,0.334553953,0.037037391,0.008008402,0,0,0,0.371591344,0.379599746,0.379599746,0.379599746
222,KEN,Kenya,Kitui,65374.29974,93184.78758,359285.4241,416917.8433,142648.035,NA,NA,452470.2117,869388.055,1012036.09,NA,138419.9995,259451.6003,146577.2999,18728.2002,NA,NA,397871.5998,544448.8997,563177.0999,NA,0.092076546,0.355012462,0.411959462,0.14095153,0,0,0.447089008,0.85904847,1,1,0.220220653,0.412777062,0.23319859,0.029795813,0,0,0.632997715,0.866196305,0.895992118,0.895992118
223,KEN,Kenya,Koibatek,77862.30019,39425.31667,20429.54064,24781.81314,0,NA,NA,59854.85731,84636.67045,84636.67045,NA,79841.7002,14405,8702.700195,0,NA,NA,94246.7002,102949.4004,102949.4004,NA,0.465818379,0.241379304,0.292802316,0,0,0,0.707197684,1,1,1,0.441573747,0.079668517,0.048131289,0,0,0,0.521242264,0.569373553,0.569373553,0.569373553
224,KEN,Kenya,Kuria,38168.19094,54740.09161,49544.69388,18105.47136,5221.65809,NA,NA,104284.7855,122390.2568,127611.9149,NA,104669.4726,36843.83618,6002.999939,586.5,NA,NA,141513.3088,147516.3087,148102.8087,NA,0.428957528,0.388245047,0.14187916,0.040918265,0,0,0.817202575,0.959081735,1,1,0.561920389,0.197796953,0.032227239,0.003148638,0,0,0.759717342,0.791944581,0.795093219,0.795093219
225,KEN,Kenya,Kwale,513311.1021,57497.27556,49574.24967,116299.8764,63758.83942,NA,NA,107071.5252,223371.4016,287130.241,NA,88652.99921,35747.00061,41093.6001,10275.09961,NA,NA,124399.9998,165493.5999,175768.6995,NA,0.200248066,0.172654227,0.405042241,0.222055466,0,0,0.372902293,0.777944534,1,1,0.128654183,0.051876431,0.059635473,0.014911335,0,0,0.180530614,0.240166087,0.255077422,0.255077422
226,KEN,Kenya,Laikipia,217580.4003,76722.43608,60518.55185,28838.50209,0,NA,NA,137240.9879,166079.49,166079.49,NA,144861.0002,44023.50024,14252.29987,0,NA,NA,188884.5005,203136.8004,203136.8004,NA,0.461962137,0.364395097,0.173642766,0,0,0,0.826357234,1,1,1,0.344319177,0.104639174,0.0338762,0,0,0,0.448958351,0.48283455,0.48283455,0.48283455
227,KEN,Kenya,Lamu,43278.90006,8639.248356,18956.32387,13958.53689,0,NA,NA,27595.57222,41554.10911,41554.10911,NA,14895.99996,14688.70016,5169.700066,0,NA,NA,29584.70013,34754.40019,34754.40019,NA,0.207903587,0.4561841,0.335912313,0,0,0,0.664087687,1,1,1,0.190892861,0.188236306,0.066249922,0,0,0,0.379129167,0.445379089,0.445379089,0.445379089
228,KEN,Kenya,Lugari,46297.40005,59264.65192,54339.28876,32190.10052,12885.83643,NA,NA,113603.9407,145794.0412,158679.8776,NA,150593.5995,40911.09994,11806.60029,2274.399902,NA,NA,191504.6994,203311.2997,205585.6996,NA,0.373485616,0.342445996,0.202861894,0.081206493,0,0,0.715931613,0.918793507,1,1,0.597870995,0.16242098,0.046873333,0.009029585,0,0,0.760291975,0.807165308,0.816194893,0.816194893
229,KEN,Kenya,Machakos,244175.8032,209078.7135,301667.8084,578752.8326,347303.5258,NA,NA,510746.5219,1089499.354,1436802.88,NA,410810.0997,238986.7979,222968.197,56548.79956,NA,NA,649796.8975,872765.0946,929313.8941,NA,0.14551663,0.209957686,0.402806008,0.241719675,0,0,0.355474317,0.758280325,1,1,0.350075591,0.20365479,0.190004392,0.048188578,0,0,0.553730381,0.743734774,0.791923352,0.791923352
230,KEN,Kenya,Makueni,178632.8013,204226.8264,321784.0281,490848.4612,195312.3953,NA,NA,526010.8545,1016859.316,1212171.711,NA,365143.7985,220591.6998,189925.6994,27753.8999,NA,NA,585735.4983,775661.1977,803415.0976,NA,0.168480113,0.265460764,0.40493311,0.161126013,0,0,0.433940876,0.838873987,1,1,0.371818726,0.224624176,0.193397593,0.028261249,0,0,0.596442902,0.789840494,0.818101743,0.818101743
231,KEN,Kenya,Malindi,73346.94948,46765.18406,239619.2606,181999.3163,60656.70316,NA,NA,286384.4446,468383.7609,529040.4641,NA,68080.29997,167016.801,67930.05124,7494.299805,NA,NA,235097.101,303027.1522,310521.452,NA,0.088396233,0.452931821,0.344017762,0.114654185,0,0,0.541328053,0.885345815,1,1,0.177353228,0.435088693,0.176961821,0.019523096,0,0,0.61244192,0.789403741,0.808926837,0.808926837
232,KEN,Kenya,Mandera,276285.3998,12482.24337,5112.99992,0,0,NA,NA,17595.24329,17595.24329,17595.24329,NA,24931.59973,4211.5,0,0,NA,NA,29143.09973,29143.09973,29143.09973,NA,0.709410104,0.290589896,0,0,0,0,1,1,1,1,0.081628269,0.013788825,0,0,0,0,0.095417094,0.095417094,0.095417094,0.095417094
233,KEN,Kenya,Maragua,76250.69991,109649.7116,71247.25146,49811.27824,21070.80542,NA,NA,180896.963,230708.2412,251779.0467,NA,292776.6982,51330.89978,16319.79956,2643,NA,NA,344107.598,360427.3975,363070.3975,NA,0.435499749,0.282975301,0.197837266,0.083687685,0,0,0.718475049,0.916312315,1,1,0.666429862,0.116841418,0.037147771,0.006016101,0,0,0.783271279,0.82041905,0.826435151,0.826435151
234,KEN,Kenya,Marakwet,60015.30017,39524.34347,29250.20234,33695.65293,393.9856975,NA,NA,68774.54582,102470.1987,102864.1844,NA,74601.50009,21104.30013,12385.89987,73.19999695,NA,NA,95705.80022,108091.7001,108164.9001,NA,0.384238146,0.2843575,0.3275742,0.003830154,0,0,0.668595646,0.996169846,1,1,0.443580754,0.125486235,0.0736466,0.000435247,0,0,0.569066989,0.642713589,0.643148836,0.643148836
235,KEN,Kenya,Marsabit,95062.80741,3025.021072,0,60734.34003,4589.620538,NA,NA,3025.021072,63759.3611,68348.98164,NA,8928.856262,0,20405.33661,872.4000244,NA,NA,8928.856262,29334.19287,30206.5929,NA,0.044258466,0,0.888591733,0.067149801,0,0,0.044258466,0.932850199,1,1,0.071277233,0,0.162891628,0.006964191,0,0,0.071277233,0.234168862,0.241133053,0.241133053
236,KEN,Kenya,Mbeere,74468.50748,36246.05622,55045.96387,89257.7378,14050.27894,NA,NA,91292.02009,180549.7579,194600.0368,NA,59160.86652,38743.97917,28472.59995,2314.599976,NA,NA,97904.84569,126377.4456,128692.0456,NA,0.186259246,0.282867181,0.458672769,0.072200803,0,0,0.469126428,0.927799197,1,1,0.291202527,0.19070621,0.140148269,0.01139296,0,0,0.481908738,0.622057007,0.633449967,0.633449967
237,KEN,Kenya,Meru Central,127388.7138,144296.491,148183.6044,68155.48951,18548.36005,NA,NA,292480.0955,360635.585,379183.945,NA,316892.0429,112683.9431,29889.30029,3055.600098,NA,NA,429575.986,459465.2863,462520.8864,NA,0.380544833,0.390796094,0.179742551,0.048916523,0,0,0.771340926,0.951083477,1,1,0.537187465,0.191019002,0.050667594,0.005179777,0,0,0.728206467,0.778874062,0.784053838,0.784053838
238,KEN,Kenya,Kisii,220279.0002,83403.53644,57443.37993,0,0,NA,NA,140846.9164,140846.9164,140846.9164,NA,269491.9003,43277.8999,0,0,NA,NA,312769.8002,312769.8002,312769.8002,NA,0.592157348,0.407842652,0,0,0,0,1,1,1,1,0.505567033,0.081189377,0,0,0,0,0.586756409,0.586756409,0.586756409,0.586756409
239,KEN,Kenya,Meru South,46949.70027,68289.7063,38204.16465,35503.87592,0,NA,NA,106493.8709,141997.7469,141997.7469,NA,160837.9999,28797.50018,12696.99994,0,NA,NA,189635.5001,202332.5001,202332.5001,NA,0.480921055,0.269047682,0.250031262,0,0,0,0.749968738,1,1,1,0.64520451,0.115521686,0.050934242,0,0,0,0.760726197,0.811660439,0.811660439,0.811660439
240,KEN,Kenya,Migori,197692.5,110202.5708,123528.3199,49372.81632,0,NA,NA,233730.8906,283103.707,283103.707,NA,246421.1002,95875.59969,20589.30011,0,NA,NA,342296.6999,362886,362886,NA,0.389265729,0.436335932,0.174398339,0,0,0,0.825601661,1,1,1,0.439583573,0.171029748,0.036728665,0,0,0,0.610613322,0.647341987,0.647341987,0.647341987
241,KEN,Kenya,Mombasa,881418.9665,13489.41153,0,0,0,NA,NA,13489.41153,13489.41153,13489.41153,NA,16666.5332,0,0,0,NA,NA,16666.5332,16666.5332,16666.5332,NA,1,0,0,0,0,0,1,1,1,1,0.018557847,0,0,0,0,0,0.018557847,0.018557847,0.018557847,0.018557847
242,KEN,Kenya,Moyale,46155.99974,9448.137856,10047.69578,5856.953969,3933.058352,NA,NA,19495.83363,25352.7876,29285.84595,NA,15547.29995,7806.299942,2297.199982,747.5999756,NA,NA,23353.59989,25650.79987,26398.39985,NA,0.322617891,0.343090508,0.199992651,0.13429895,0,0,0.665708399,0.86570105,1,1,0.21428473,0.107592372,0.03166176,0.010303992,0,0,0.321877102,0.353538862,0.363842854,0.363842854
243,KEN,Kenya,Nyambene,86630.37271,141728.9308,254312.3751,129981.2848,75583.61583,NA,NA,396041.3059,526022.5907,601606.2065,NA,377447.8281,176252.7251,52923.59922,13425.6001,NA,NA,553700.5533,606624.1525,620049.7526,NA,0.235584223,0.422722326,0.216057088,0.125636363,0,0,0.658306549,0.874363637,1,1,0.534114113,0.249409484,0.074890459,0.018998129,0,0,0.783523596,0.858414056,0.877412185,0.877412185
244,KEN,Kenya,Muranga,101211.9996,70661.2139,36693.80608,57088.91662,52216.9876,NA,NA,107355.02,164443.9366,216660.9242,NA,196059.9001,27313.30005,23744.99976,9501.800049,NA,NA,223373.2002,247118.2,256620,NA,0.326137323,0.169360517,0.263494291,0.241007869,0,0,0.49549784,0.758992131,1,1,0.547910473,0.076329954,0.066357955,0.026553802,0,0,0.624240427,0.690598382,0.717152184,0.717152184
245,KEN,Kenya,Mwingi,35663.09998,53145.51509,201201.9737,341697.1768,15735.73019,NA,NA,254347.4887,596044.6655,611780.3957,NA,75306.50049,137168.0998,132619.3007,2025.199951,NA,NA,212474.6003,345093.901,347119.101,NA,0.086870249,0.328879407,0.558529138,0.025721207,0,0,0.415749655,0.974278793,1,1,0.196734593,0.358345031,0.346461514,0.005290737,0,0,0.555079624,0.901541138,0.906831875,0.906831875
246,KEN,Kenya,Nairobi,2788801.12,4402.384523,4933.319771,1915.781571,0,NA,NA,9335.704294,11251.48586,11251.48586,NA,21144.09991,3150,946.7999878,0,NA,NA,24294.09991,25240.8999,25240.8999,NA,0.391271391,0.438459403,0.170269207,0,0,0,0.829730793,1,1,1,0.007513783,0.001119386,0.000336456,0,0,0,0.008633169,0.008969624,0.008969624,0.008969624
